ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
c9fd54b354284b18af6e67e8261dcd6c,Stylish Haircuts for Professionals,Tokyo's Best Salon for Busy Professionals,"Quick, professional haircuts near you. Book online today!",Modern salon with experienced stylists. Convenient location.,High-quality hair care for the discerning professional.,2.66,1.12,47.5
ea6517bf05fa48b6a1af76af56dce6d2,Trendy LA Hair Salon,Stylish Cuts & Colors,Book your appointment today!  LA's hottest hair stylists await.,"Fashion-forward cuts, expert colorists.  Call now!",Get the perfect look for your next event.  Free consultations.,4.29,0.33,10.0
00c7c34cdbc6480aa1359de5bc3bf6b1,Haarstyling Berlin,Top Friseur in Berlin,"Buche jetzt deinen Termin! Top Qualität, faire Preise. ","Professionelle Haarschnitte, Färben & Styling. Jetzt online buchen!",Exklusive Haarpflegeprodukte.  Modernes Ambiente.  Vereinbare deinen Termin!,4.29,0.33,10.0
474fbd6d530b4e8ab2e29757684b5684,Stylish Cuts for Busy Professionals,Premium Haircare in Berlin Mitte,"Book your appointment online! Expert stylists, convenient location.  Fast & efficient service.","Modern salon, professional cuts & colours.  Special offers for first-time clients.",Relax and refresh.  Quick appointments tailored for your schedule. Top-quality products.,4.29,0.33,10.0
3d6703cc2f54452085cf7c2f6b82851d,Hochzeit Frisuren München,Brautfrisuren: Ihr Traumtag,Professionelle Brautfrisuren in München. Hochzeit Make-up & Styling. Jetzt Termin vereinbaren!,Exklusive Brautfrisuren für Ihren großen Tag. Beratung & Probefrisur möglich. Top Stylisten!,Perfekte Brautfrisur & Make-up für Ihre Hochzeit in München. Individuelle Beratung.,5.0,0.3,10.0
ea5de03188e24266bb5d8571061e93a6,Stylish Cuts for Busy Pros,Toronto's Best Salon for Professionals,"Quick, professional haircuts & styles. Book online today!","Convenient location, experienced stylists.  Free consultations.",Upscale salon in downtown Toronto.  Special offers for professionals.,5.0,0.3,10.0
63015de9b9e74c0ebdb4372e22bc43f4,Trendy Haircuts in London,"Stylish Hair, London's Best","Book your appointment today!  Top stylists, latest trends.",Fashion-forward hair cuts & colours.  Free consultations.,Get the perfect look.  Expert stylists near you in London.,5.0,0.3,10.0
930d7ff29dba4ffc8e208f8e436ed477,Stylish Haircuts in London,Book Your London Hair Appointment,Top-rated salon in London.  Call for an appointment today!,"Expert stylists, amazing prices.  Book online now!","Hair colouring, cuts & styling.  Find your perfect look.",5.0,0.3,10.0
4d007aa38c16469db5ff19989c70cc1a,Stylish Haircuts in Tokyo,Tokyo's Best Hair Salon,Book your appointment today!  Affordable prices & expert stylists.,Get the perfect look.  Near you in Tokyo. Call now!,Experience luxury hair care.  Special offers available.,1.92,1.67,75.0
5d1b574584514beba123f3a2a3db5010,Nuovi tetti? Scegli i migliori!,Tetti Roma: Qualità e convenienza,Installazione tetti a Roma. Preventivi gratuiti. Materiali di alta qualità.,Esperienza decennale. Garanzia 10 anni. Chiamaci oggi!,Soluzioni personalizzate per la tua nuova casa. Contattaci!,5.0,0.3,10.0
4c5a5cbd6c9a4124b8b4970731b3b30c,Roof Repair for LA Investors,Boost Property Value with New Roofs,"Fast, reliable roofing services for rental properties. Get a free quote today!","Increase ROI with durable, affordable roofing solutions. Call now!",Expert roofing contractors serving LA real estate investors.  We handle all repairs.,1.91,1.67,75.0
f62ecb5307bb4943a7aa62817a7cf24e,Toitures neuves Paris,Couvreurs expérimentés Paris,Installation de toitures neuves. Garantie 10 ans. Devis gratuit!,Professionnels certifiés. Matériaux de qualité supérieure. Appelez-nous!,Toits résistants et durables. Prix compétitifs. Contactez-nous dès aujourd'hui!,5.0,0.3,10.0
79e062d5567c42ac8f386baf6b2457e8,Neues Dach? Wir helfen!,Dachdecker Berlin: Top Qualität,Kostenlose Beratung & Angebot.  Beste Materialien. Jetzt anrufen!,Erstklassige Dachdeckerarbeiten in Berlin.  Faire Preise.,"Neue Häuser, neue Dächer.  Sichern Sie Ihr Zuhause!",5.0,0.3,10.0
9e565302fbcd46f3a672e99fe9e7d98e,New Roof? London Experts,Roofing for New Homes,High-quality roofing installations. Free quotes! Call now.,Experienced roofers serving London.  Get a bespoke quote today.,Protect your new home. Expert roofing solutions in London.,5.14,0.28,10.0
9755d3609260485bb91d010c38d774ab,Dachdecker München,Immobilien Dachsanierung,Wir sanieren & reparieren Dächer für Immobilieninvestoren in München. Kostenlose Beratung!,Steigern Sie den Wert Ihrer Immobilien mit neuen Dächern.  Professionelle Dachdecker in München.,Langjährige Erfahrung in der Dachreparatur und -sanierung für Immobilien in München.,2.62,1.12,95.0
480cb93995fd4e9fba4dec135b270d5c,Toronto Roofing for Property Managers,Reliable Roof Repairs & Maintenance,Expert roofing services. Free estimates. Licensed & insured. Call now!,Protecting your properties with quality roofing solutions.  Competitive pricing.,Prevent costly roof damage.  Schedule a roof inspection today.,2.62,0.88,75.0
600f4c3da5e54c30a7686773bb5cf1d6,Toiture Paris: Réparations rapides,Fuites? Toit endommagé? Appelez-nous!,Réparation de toitures à Paris.  Devis gratuit. Artisan qualifié.,Toitures neuves et réparations.  Service rapide et fiable. Appelez!,Experts en réparation de toitures.  Prix compétitifs. Garantie.,1.91,1.93,87.0
87e94338683940289216c4b615640770,Dachreparatur Berlin,Dacherneuerung Experten,Schnelle & zuverlässige Dachreparatur in Berlin. Kostenlose Beratung!,Fachmännische Dachdeckerarbeiten.  Qualität zu fairen Preisen.,Undichte Dächer? Wir helfen!  Jetzt anrufen für ein Angebot.,1.96,1.67,75.0
9dc8e84651f54988ae9c2b043fb90a39,"Nuovi Tetti, Nuova Casa!",Tetti di Qualità a Roma,Installazione tetti professionali. Preventivi gratuiti!,"Migliori materiali, garanzia di qualità. Contattaci!",Esperienza decennale.  Servizio rapido ed efficiente.,5.0,0.3,10.0
d8e217754cd14e1ca3573e25d0b9b2a8,Dachreparatur München,Dacherneuerung Fachmann,Schnelle & zuverlässige Dachreparaturen in München. Kostenlose Beratung!,Leckende Dächer? Wir helfen!  Profis für Dachreparatur in München.,Dachschaden?  Sichern Sie Ihr Haus!  Anfrage jetzt!,2.66,1.12,47.5
8bd2c624e02346f99ea0773f949e2051,Neues Dach? Wir helfen!,Dachdecker München - Top Qualität,Kostenlose Beratung & Angebot.  Beste Materialien.  Jetzt anrufen!,Fachmännische Dachreparatur & Neubau.  Langjährige Erfahrung.,Ihr zuverlässiger Partner für Dacharbeiten in München.,2.66,1.18,50.0
509dd46fcaec46a8a68689aadb7a3102,Dachreparatur München,Dacheindeckung für Immobilien,Professionelle Dachdecker in München. Kostenlose Beratung!,Sichern Sie Ihre Immobilien mit unseren robusten Dächern.,Langjährige Erfahrung & beste Qualität. Jetzt anrufen!,1.92,1.73,78.0
6ea1e430f0904d26988cfe6ce7fec6a6,Roof Repairs for Investors,Rome Roofing: Increase Property Value,Expert roofing services in Rome.  Free quotes for investors.,Maximize ROI with reliable roof repairs & replacements.,Protect your investment.  Call for a consultation today!,5.0,0.3,10.0
9760f912aff94b219d11caf251c4463d,New Roof Installation London,Top Rated Roofers in London,Expert roofers serving London. Free quotes & quality materials. Get a new roof today!,New home? Protect your investment. Reliable roofing services in London. Book now!,Affordable roofing solutions for new homeowners in London. Call us for a consultation.,5.0,0.3,10.0
100608ac81c045139e7263571a88b988,Roof Repair for Property Managers,LA Roofing Services for Properties,Reliable roofing repairs & maintenance. Free estimates. Call now!,Expert roofing solutions for property managers in Los Angeles.,Protect your properties with our top-rated roofing services.,1.92,1.67,75.0
49e179f86ef943bfaf45ceda0fc5eace,Roof Repairs for LA Investors,Boost Property Value with New Roofs,"Fast, reliable roofing services for your investment properties. Get a free quote!",Experienced roofers specializing in multi-unit buildings.  Maximize ROI.,Protect your investment!  Expert roofing solutions for LA real estate.,2.62,1.29,55.0
9f55f000676b43b7b5c3adeafcca7c29,Roof Repairs Sydney,Reliable Roofing for PMs,Expert roof repairs & maintenance.  Free quotes for property managers.,"Sydney's trusted roofers.  Fast, reliable service. Get a quote today!",Prevent costly roof damage.  Property manager roof inspections available.,5.0,0.3,10.0
b0953b55b843490cb7058ce4df6232c6,Neues Dach? Wir helfen!,Dachdecker München - Top Qualität,Kostenlose Beratung!  Fachmännische Dacharbeiten in München.,Neue Dächer für Ihr Traumhaus.  Jetzt Angebot einholen!,Qualität & Zuverlässigkeit.  Ihr Dach in sicheren Händen.,1.92,1.73,78.0
de684b4ca24247d79d43ae40c791fcff,Dachreparatur Berlin,Immobilien Dachsanierung,Sichern Sie Ihre Investition!  Professionelle Dachreparaturen für Immobilien in Berlin.,Wir sanieren & reparieren Dächer für Immobilien in Berlin. Kostenloses Angebot!,Erhöhen Sie den Wert Ihrer Immobilie mit einem neuen Dach.  Kontaktieren Sie uns!,2.66,1.12,47.5
adc0e5c740344e5788a02fa95985e71e,Roofing for Investment Properties,Tokyo Roofing: Maximize ROI,"Expert roofing services for real estate investors in Tokyo.  Fast, reliable, and cost-effective.",Increase property value with our high-quality roofing solutions.  Free inspections available.,Protect your investment!  Get a quote for commercial roofing in Tokyo today.,4.29,0.33,10.0
4bee935ad1704dc38d89c28dc4624d1f,Dachreparatur Berlin,Dacheindeckung Experten,Schnelle & zuverlässige Dachreparaturen in Berlin. Kostenloses Angebot!,Experten für Dachreparatur und -sanierung.  Hochwertige Materialien.,Undichte Dächer? Wir helfen!  Professionelle Reparatur zum Festpreis.,4.29,0.33,10.0
8e3139b86c264aaaac30912887fb1a42,Roofing for Investment Properties,NY Real Estate Roof Repairs,"Fast, reliable roofing for your NYC investment properties. Free estimates!",Increase property value with a new roof.  Expert NYC roofing services.,Experienced roofers serving real estate investors in New York. Get a quote today!,4.29,0.33,10.0
519787c1b19e4704978a112a8058b010,Dachsanierung München,Immobilien Dachreparatur,Sichern Sie Ihre Investition!  Professionelle Dachreparaturen & Sanierungen für Immobilien in München.,Steigern Sie den Wert Ihrer Immobilie mit einem neuen Dach. Kostenloses Angebot!,Experten für Dachdeckerarbeiten an Mietobjekten in München.  Schnelle & zuverlässige Reparaturen.,4.29,0.33,10.0
1acb2a4ebbce456db87cec49e89abf2f,Roof Repair Experts NYC,Emergency Roof Repair Now!,"Fast, Reliable Roof Repairs. Free Estimates! Licensed & Insured.",Leaking Roof? Call Us Today! 24/7 Emergency Service Available.,Top-Rated Roofers in NYC. Quality Workmanship. Guaranteed Results.,4.29,0.33,10.0
4003f60d6bfc45f8b9010a3fdbef5fae,Roof Repairs for Investors,NY Roofing: Increase Property Value,"Fast, reliable roofing services for real estate investors in NYC. Get a free quote!","Maximize ROI with durable, cost-effective roofing solutions. Call today!",Experienced roofing contractors specializing in investor properties. Free estimates.,1.49,2.14,75.0
83f01ce1c58b4d31b6a790805c101e26,Roofing for Investors in Toronto,Increase Property Value with New Roofs,Expert roofing solutions for Toronto real estate. Free estimates!,"Maximize ROI on your investment properties with durable, reliable roofs.","Fast, reliable roofing services for investors. Get a quote today!",4.29,0.33,10.0
0e05c22419354a5f83e1f9d4cdd021bd,New Roof? Sydney's Best!,Roofing Experts for New Homes,"High-quality roofing, free quotes.  Call now!","Experienced roofers, superior materials. Get a quote!",Protect your new home.  Affordable roofing solutions.,4.29,0.33,10.0
712dd85b05584bbfb815e26ae4d24d64,屋根修理専門業者,東京屋根修理、迅速対応,雨漏り修理、屋根瓦修理、安心価格で対応。無料見積もり！,老朽化した屋根の修繕、葺き替えもお任せください。,東京全域対応！迅速な修理で安心の生活を！,5.14,0.28,9.09
a3ce5de4edd34867bc7c8bb024ad9d45,Roof Repairs for Investors,London Roofers for ROI,"Fast, reliable roof repairs.  Increase property value.",Experienced roofers serving London investors. Get a quote!,Boost your rental income with a quality roof. Free consultation.,1.92,1.73,78.0
c7d3f60a63774f63b48e4d9828b78f22,Roof Repairs Sydney,Reliable Roofing for PMs,"Expert roof inspections & repairs. Fast, reliable service. Free quotes.",Prevent costly roof damage.  Maintain property value. Call today!,Licensed & insured.  Emergency roof repairs available. 24/7 support.,4.29,0.33,10.0
17a27664a6b3454ba8e9977cba0e55fa,Roof Repairs Toronto,Leaking Roof? Call Now!,"Fast, reliable roof repairs. Free estimates. Licensed & insured.",Emergency roof repair services. 24/7. Top quality materials.,"Toronto's best roofers. Expert repairs, competitive prices.",4.29,0.33,10.0
01ff900bc11345d299a6888d69d6f63b,Roof Repairs Tokyo,Expert Roofers in Tokyo,Reliable roofing repairs. Free estimates. Call now!,Leaking roof? We fix it fast!  Guaranteed quality.,Tokyo's top-rated roofers.  Affordable & efficient.,4.29,0.33,10.0
adb2de48ebf04881a53516e4a7ccec46,New Roof? Sydney's Best,Roofing Experts in Sydney,High-quality roofing installations. Free quotes! Call now.,Protect your new home. Durable & affordable roofing solutions.,Experienced roofers serving Sydney. Get a quote today!,3.62,1.12,95.0
06894eb87d93461d8d4c7d9921d05e4d,Roof Repairs for Investment Props,Boost Rental Value with New Roofs,"Sydney's top roofers for investors. Fast, reliable, quality work.",Increase property value & tenant satisfaction. Get a free quote!,Expert roof inspections & repairs.  Competitive pricing for investors.,5.14,0.28,9.09
9ec4bad008cc4d3ba4ae4573824aeebe,Roof Repairs for Property Managers,NYC Roofing Services - Reliable,Expert roofing solutions for your NY properties. Free estimates!,Prevent leaks & costly repairs.  Call our roofing experts today!,Reliable roofing maintenance for multi-family buildings in NYC.,1.49,2.49,87.0
f2c24e4bf7324283902c053d19cc6c1e,Réparation de Toiture Paris,Toiture Fuite? Appelez-nous!,Experts en réparation de toitures. Devis gratuit. Appelez dès maintenant!,Toitures endommagées? Nous réparons tous types de toits. Garantie 10 ans.,Intervention rapide et efficace. Artisan qualifié. Prix compétitifs.,5.0,0.3,10.0
dc9c5a308fa249d8a1ad66b9d3a3ff3d,Roof Repairs for Property Managers,NYC Roofing Experts for Property Owners,"Fast, reliable roofing services. Free estimates. Licensed & insured. Call today!",Extend your roof's lifespan. Prevent leaks & costly repairs. Get a quote now!,Expert roofing solutions for multi-family buildings. Emergency services available.,4.29,0.33,10.0
c1f8111940794681a3c74c097d501d3d,New Roof? Sydney's Best!,Roofing Experts for New Homes,High-quality roofing installations. Free quotes! Call now.,Experienced roofers serving Sydney's new homeowners.  Warranty included.,"Protect your investment. Get a durable, beautiful new roof.",4.29,0.33,10.0
98a4e4c455e043d99e3878882da54374,Nuovi tetti? Chiamaci!,Tetti Roma: Qualità garantita,Installazione tetti a Roma. Preventivi gratuiti!,"Migliori materiali, prezzi competitivi. Chiama ora!","Esperienza pluriennale, garanzia di qualità. Contattaci!",1.91,1.93,87.0
bbb99a9a290f42a1a1ea92a95cf6357c,Dachreparatur Berlin,Immobilien Dachsanierung,Wir reparieren & sanieren Dächer für Investoren in Berlin. Kostenlose Beratung!,Erhöhen Sie den Wert Ihrer Immobilien mit neuen Dächern.  Attraktive Angebote!,Professionelle Dachdecker für Investoren in Berlin. Schnelle & zuverlässige Arbeit.,2.66,0.88,37.5
b6b37d7b1a3946c2b5b68e3aa4d67fc4,Roof Repairs London,Leaking Roof? Call Now!,"Fast, reliable roof repairs in London. Free quotes.",Expert roofers. Emergency repairs available. Call today!,Affordable roof repairs. Guaranteed quality workmanship.,1.92,1.93,87.0
8ddf0562b6264d0fa1c603b47622fa05,Roof Repairs for Investment Properties,Sydney Roofing Experts for Investors,Increase Property Value with Quality Roofing. Free Quotes!,"Fast, Reliable Roof Repairs & Replacements.  Call Now!",Experienced Roofers Serving Sydney Investors.  Get a Quote Today!,4.29,0.33,10.0
e95cf2242c9f433ebb9b2bc25155b516,New Roof Installation NYC,Roofing Experts for New Homes,High-quality roofing materials. Free estimates. Serving all of NYC.,Protect your new home with a durable roof. Call today for a quote!,Experienced roofers specializing in new construction. Get a free consultation.,1.91,1.89,85.0
56f8a2e6ad804b568bc8ba7e5413584b,Dachreparatur Berlin,Invest in Dachsanierung,Professionelle Dachdecker für Investoren. Kostenlose Beratung!,Steigern Sie den Wert Ihrer Immobilien mit neuen Dächern.,Schnelle & zuverlässige Dachreparaturen in Berlin. Jetzt anrufen!,4.29,0.33,10.0
e98f28c55ff34dce8ae792358904d10f,Roof Repairs for Investors,Boost Property Value with New Roofs,"Expert roofing services in Sydney.  Free quotes for investors.  Fast, reliable repairs.","Increase rental income with durable, attractive roofs.  Call us today!",Experienced roofers specializing in investor properties.  Get a quote now!,4.29,0.33,10.0
33245f2579de49a8acee1172976c3f3d,Nuovi Tetti a Roma,Installazione Tetti Professionale,Tetti di alta qualità per la tua nuova casa. Preventivi gratuiti!,Esperienza decennale. Materiali di prima scelta. Garanzia di qualità.,Contattaci per un sopralluogo gratuito e senza impegno.,1.91,1.67,75.0
9ba915f355c94f629912b7c98c1f62f3,Tokyo Roof Repairs & Maint.,Reliable Roofing for Property Managers,Expert roofing services in Tokyo. Free quotes. Licensed & insured.,Protect your properties with our top-notch roofing solutions. Call us!,Prevent leaks & increase property value. Schedule your roof inspection today.,5.0,0.3,10.0
4a9c9641d8b84934ae8e50b672f3ca98,New Home? New Roof!,Roofing Experts in LA,Protect your investment. Free estimates!,High-quality roofing at competitive prices.,Licensed & Insured. Serving Los Angeles.,2.62,1.29,55.0
d646d893bd794f469667bbede304cb36,Neues Dach? Wir helfen!,Dachdecker in München,Qualitätsdächer zu fairen Preisen. Kostenlose Beratung!,Erstklassige Handwerkskunst & moderne Materialien. Jetzt anfragen!,Ihr zuverlässiger Partner für Dachsanierung in München.  Top Qualität!,5.0,0.3,10.0
d217725c951c46aab32c22bee98de6fd,Roof Repairs Toronto,Leaky Roof? Call Now!,Expert roof repairs in Toronto. Free estimates. Licensed & insured.,"Fast, reliable roofing services.  Affordable solutions for your roof.",Emergency roof repair? We're here to help! Call 24/7.,2.66,0.88,75.0
c3e397eace9d450d9c5890c4a31d366d,New Home? New Roof!,Toronto Roofing Experts,High-quality roofing installations. Free estimates. Licensed & insured.,"Protect your new home with a durable, reliable roof. Call today!",Top-rated roofing company in Toronto. Get a quote now!,4.29,0.33,10.0
3214029b84a04a7595948278fd14e6c3,Roof Repairs for Investors,Toronto Roofing Experts,Increase property value with top-rated roofing. Free estimates!,"Fast, reliable roofing solutions for your investment properties.",Experienced roofers serving Toronto real estate investors. Get a quote today!,4.29,0.33,10.0
80bb3d612f1148849e0c1a3b0697f0a1,Roof Repairs Rome,Reliable Roofing for Property Managers,Expert roofing services in Rome. Free quotes!  Fast & reliable.,Prevent leaks!  Roof maintenance & repairs for property managers.,Experienced roofers serving Rome.  Competitive pricing. Get a quote today.,5.0,0.3,10.0
351b33fff9f84cf5b8683df10fb538b6,Roof Repair for NY Investors,Boost Property Value with New Roofs,Experienced Roofers Serving NYC Real Estate Investors. Free Estimates!,"Increase Rental Income.  Fast, Reliable Roof Replacement & Repairs.",Protect Your Investment. Premium Roofing Solutions for Multi-Family Properties.,4.29,0.33,10.0
a834f55cda7242e09b8c264849cc1c41,Roof Repairs Los Angeles,Leaking Roof? Call Now!,"Fast, Reliable Roof Repair. Free Estimates. Licensed & Insured.",Expert Roofers in LA.  Emergency Repairs Available.  Call Today!,Affordable Roof Repair Solutions.  Quality Workmanship Guaranteed.,4.29,0.33,10.0
102d750fae28427f9f3e5538abf8d697,Toiture Neuve Paris,Couvreurs Paris - Experts,Installation de toitures neuves.  Garantie 10 ans. Devis gratuit!,Toitures fiables et durables.  Qualité supérieure. Appelez-nous!,Professionnels de la toiture à Paris.  Prix compétitifs. Contactez-nous!,5.14,0.28,9.09
e25a9f88cfd8446f943e1bff7a20dfc3,Roof Repairs for Investors,London Roofers - Fast Quotes,Reliable roofing services for landlords. Get a free quote today!,Improve property value with expert roofing solutions. Call now!,Emergency roof repairs. Fast response times. Competitive pricing.,1.92,1.73,78.0
b7fa24f3487045ad9466ba605c7dcb3f,Roofing for LA Investors,Boost Property Value with New Roofs,Reliable roofing services for rental properties. Free estimates!,"Increase ROI with durable, investor-grade roofs. Call today!",Expert roofing repairs & replacements. Serving LA investors.,1.49,2.49,87.0
470f32f5fb5c4368abe95b382e96e497,Roof Repairs for Property Managers,LA Roofing Experts for Multi-Family,"Fast, Reliable Roofing Services. Free Estimates. Licensed & Insured.",Prevent Leaks & Increase Property Value.  Call Now!,Expert Roof Inspections & Maintenance Plans for Property Managers.,5.14,0.28,9.09
fd5fa7ffc2c242498c940115a06e8cbd,Roof Repairs Sydney,Leaky Roof? Call Now!,"Expert roof repairs in Sydney. Fast, reliable service. Free quotes!",Fix your damaged roof today!  Quality workmanship guaranteed.,Affordable roof repairs for Sydney homeowners.  Licensed & insured.,5.0,0.3,10.0
701ba297c415477d9fed383f6eca01eb,Roof Repairs for Investment Props,Sydney Roofers: Increase Property Value,Expert roofing services for investors. Free quotes. Fast turnaround.,Boost rental income with a reliable roof. Call today for a consultation!,Protect your investment. Quality roofing solutions in Sydney.,1.91,1.93,87.0
cfd0b76ac18c4522aab1322c5ba99c4b,Neues Dach? Wir helfen!,Dachdecker in München,"Hochwertige Dacharbeiten, kostenlose Beratung. Jetzt anrufen!","Erstklassige Materialien, faire Preise. Ihr Traumdach wartet!","Dachsanierung, Neubau & Reparatur.  Professionell & zuverlässig.",5.0,0.3,10.0
f84b3c815c7248e5a623c7b3f38400ab,Roof Repairs Rome,Leaky Roof? Call Now!,Expert roof repairs in Rome. Free quotes. Fast service.,Reliable roofing solutions. Quality materials. Competitive prices.,Fix your roof today! Experienced roofers serving Rome.,2.66,0.88,75.0
fb4e9657addb4487a09e6d591e49ad28,New Roof? Sydney's Best!,Roofing Experts in Sydney,High-quality roofing services for new homes. Get a free quote!,Experienced roofers. Durable & affordable roofing solutions.,Protect your new home with a reliable roof. Call us today!,1.92,1.67,75.0
a27c8edbee724b20842b45618a9ae390,Dachreparatur Berlin,Dacheindeckung für Immobilien,Professionelle Dachdecker in Berlin. Kostenlose Beratung!,Sichern Sie Ihre Immobilien mit unseren robusten Dächern.,Wir reparieren und sanieren alle Dachtypen - schnell & zuverlässig.,2.0,1.5,75.0
00891445c6514149a07d10ea6dfb2245,Dachreparatur Berlin,Dacheindeckung für Immobilien,Professionelle Dachdecker in Berlin. Kostenlose Beratung!,Wartung & Reparatur von Dächern. Faire Preise.,Sichern Sie Ihre Immobilien mit unseren Dachdienstleistungen.,2.62,0.88,75.0
1b97f0ce7814425cb6973334d46516ef,Roofing for NY Investors,Increase Property Value,"Fast, reliable roofing repairs & replacements.  Free estimates!","Maximize ROI with durable, high-quality roofing solutions.",Serving NY real estate investors for years. Get a quote today!,5.0,0.3,10.0
a162247c554d450fb1dd0243ac041561,Réparation de Toiture Paris,Toiture Fuite? Appelez-nous!,Experts en réparation de toitures à Paris. Devis gratuit! Appelez maintenant.,Toitures endommagées? Nous réparons tous types de toits. Garantie 10 ans.,Service rapide et efficace. Artisan couvreur qualifié. Contactez-nous dès aujourd'hui.,5.14,0.28,10.0
037411ac65104d65b58a14bab26ff955,Neues Dach? Wir helfen!,Dachdecker in München,"Hochwertige Dacharbeiten, kostenlose Beratung!  Jetzt anrufen!","Professionelle Dachdeckung,  faire Preise.  Unverbindliches Angebot!",Erfahrung & Qualität seit Jahren.  Ihr Dach in sicheren Händen.,5.14,0.28,9.09
83898371f06b4dafa0b4385e971f2ebe,New Roof Installation NY,Roofing Experts in NYC,High-quality roofing services for new homes. Free estimates!,"Protect your investment with a durable, long-lasting roof.",Experienced roofers serving New York. Get a quote today!,5.0,0.3,10.0
b6bd951316574ae6a634edd942e2e4fb,Roofing for Investment Properties,Toronto Roofing Experts for Investors,"Fast, reliable roofing repairs & replacements.  Free estimates for investors.","Maximize ROI with durable, long-lasting roofs.  Call today!",Experienced Toronto roofers serving real estate investors. Get a quote.,5.0,0.3,10.0
7d5aa2511c394fa680384fc6154146cf,Roof Repairs for Investors,Rome Roofing: Increase Property Value,Experienced roofers serving Rome. Free estimates for investors.,Maximize ROI with reliable roof repairs & replacements.,Protect your investment!  Quality roofing solutions in Rome.,1.91,1.67,75.0
8cef12d17dad47368ab4dcdf03c3349a,Dachreparatur Berlin,Dacheindeckung Experten,Schnelle & zuverlässige Dachreparaturen in Berlin. Kostenlose Beratung!,Fachmännische Dachdeckerarbeiten.  Hochwertige Materialien. Faire Preise.,Undichte Dächer? Wir helfen!  Sofort-Hilfe & Notdienst.,4.29,0.33,10.0
bf369289660743dda415ee11db3bb776,Roof Repairs Tokyo,Reliable Roofers in Tokyo,Expert roof repair services. Free estimates! Call now.,Leaking roof? We fix it fast & efficiently. Get a quote.,High-quality roofing solutions for Tokyo homes. Insured & bonded.,4.29,0.33,10.0
ea94b29f3ae8438a876f8aec78da84c8,Riparazioni Tetti Roma,Impermeabilizzazioni Roma,Professionisti tetti Roma. Preventivi gratuiti. Chiama ora!,"Riparazione tegole, gronde e coperture. Esperienza pluriennale.",Soluzioni rapide ed efficienti per ogni tipo di danno al tetto.,1.52,2.14,75.0
d542bf7ef66a469f9f4996879ce6ad87,Dachreparatur München,Dacheindeckung Experten,Schnelle & zuverlässige Dachreparaturen in München. Kostenlose Beratung!,"Professionelle Dachdecker.  Reparatur, Wartung & Neubau. Jetzt anrufen!",Undichte Dächer? Wir helfen!  Fachgerechte Reparatur zu fairen Preisen.,2.66,1.18,100.0
0dcfc0603c654474b9aec917eca44781,Roof Repairs Rome,Property Roof Experts,Reliable roofing services for property managers in Rome. Free quotes!,Expert roof inspections & maintenance.  Extend your roof's lifespan.,Emergency roof repairs. Fast response times. Get a quote today!,4.29,0.33,10.0
2f2193eef4374239a5df7e7806f1bbe0,New Roof? Call Today!,London's Top Roofers,Expert roof repairs & installations. Free quotes.  Call now!,High-quality roofing services for new homes in London. Get a quote.,Protect your new home with a reliable new roof. Book your consultation.,5.14,0.28,9.09
6126c57799fa4398af05e06b1edd8490,Roof Repairs Rome,Property Roof Experts,Reliable roofing services for property managers in Rome. Free quotes!,Expert roof maintenance & repairs.  Serving Rome's property owners.,Prevent leaks!  Roof inspections & solutions for property managers.,1.64,1.89,85.0
4d066e15a732471e86870d03efb42ef6,New Home? New Roof!,Toronto Roofing Experts,High-quality roofing for new homes. Free estimates!,Experienced roofers serving Toronto. Get a quote today.,"Protect your investment with a durable, reliable roof.",5.0,0.3,10.0
8c3585c92aed44528dc98087b09aa7f9,Neues Dach? Wir beraten Sie!,Dachdecker Berlin - Top Qualität!,Kostenlose Beratung & Angebot.  Fachmännische Dacharbeiten in Berlin.,"Hochwertige Materialien, erfahrene Dachdecker. Jetzt anrufen!",Ihr Traumdach zum fairen Preis.  Qualität & Zuverlässigkeit garantiert.,5.14,0.28,9.09
5fcdaf04f60b472bbaefc2ad44a8aaa0,Dachreparatur Berlin,Dachdecker für Immobilien,Professionelle Dachdienste für Hausverwalter. Kostenlose Beratung!,Sichern Sie Ihre Immobilien mit zuverlässigen Dachreparaturen.,Schnelle & zuverlässige Dachreparaturen in Berlin. Jetzt anrufen!,1.92,1.93,87.0
17dd84ac9c54447b8ccd506e1042b279,Toiture Neuve Paris,Couvreurs Paris - Devis Gratuit,Installations de toitures neuves. Qualité supérieure. Devis gratuit.,Toitures durables et esthétiques.  Professionnels certifiés.,Rénovation et installation de toitures. Contactez-nous dès aujourd'hui!,5.0,0.3,10.0
5510ae61877f46cba19cd5bf54a36260,New Home? New Roof!,Roofing Experts in Sydney,High-quality roofing solutions for your dream home. Free quotes!,"Experienced roofers, superior materials, guaranteed workmanship.",Protect your investment. Get a reliable roof installed today.,4.29,0.33,10.0
30200c2c23d44693a293b1399700c329,Roof Repairs for Investors,Increase Property Value with New Roofs,Reliable roofing services in Rome.  Free quotes for investors.,Expert roofers specializing in investment properties. Get a quote!,Protect your investment!  High-quality roofing at competitive prices.,1.96,1.67,75.0
